10. 0.00360961 4.48633e-05
70. 0.0052756 0.000126065
110. 0.00762711 3.54152e-05
145. 0.00967272 1.10689e-05
160. 0.0102111 1.78871e-05
185. 0.0112289 3.17507e-05
200. 0.0118338 6.63291e-05
232. 0.0131484 2.34374e-05
243. 0.0136383 2.44347e-05
275. 0.0152317 4.19939e-05
300. 0.0161883 4.58354e-05
